MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
70:10:5c:b0:7b:92,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:49:28,11,-84,39.32811432,-76.62017622,40,4,WIFI
30:b5:c2:38:27:dc,HYDROLAB_2.4GHz,[WPA2-PSK-TKIP][ESS],2015-09-11 20:49:28,11,-90,39.32811432,-76.62017622,40,4,WIFI
78:ba:f9:92:6f:7e,JHGuestnet,[ESS],2015-09-11 20:49:28,60,-79,39.32811432,-76.62017622,40,4,WIFI
70:10:5c:b0:7b:91,JHGuestnet,[ESS],2015-09-11 20:49:28,11,-86,39.32811432,-76.62017622,40,4,WIFI
78:ba:f9:9c:78:6d,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:49:32,40,-82,39.32806064,-76.62016512,38,3,WIFI
78:ba:f9:9c:78:6f,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:49:32,40,-83,39.32806064,-76.62016512,38,3,WIFI
88:1f:a1:38:15:1b,graylabwl,[WPA2-PSK-CCMP][ESS],2015-09-11 20:49:32,149,-84,39.32806064,-76.62016512,38,3,WIFI
70:10:5c:b0:7b:90,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:49:32,11,-84,39.32806064,-76.62016512,38,3,WIFI
f4:4e:05:c6:8a:82,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:49:32,1,-85,39.32806064,-76.62016512,38,3,WIFI
50:65:f3:70:d8:c8,DIRECT-C7-HP Officejet 5740,[WPA2-PSK-CCMP][ESS],2015-09-11 20:49:32,6,-90,39.32806064,-76.62016512,38,3,WIFI
78:ba:f9:9c:78:6e,JHGuestnet,[ESS],2015-09-11 20:49:32,40,-83,39.32806064,-76.62016512,38,3,WIFI
1c:1d:86:59:de:41,JHGuestnet,[ESS],2015-09-11 20:49:32,11,-79,39.32806064,-76.62016512,38,3,WIFI
1c:1d:86:59:de:4e,JHGuestnet,[ESS],2015-09-11 20:49:32,36,-84,39.32806064,-76.62016512,38,3,WIFI
f4:4e:05:b9:6a:9e,JHGuestnet,[ESS],2015-09-11 20:49:32,36,-86,39.32806064,-76.62016512,38,3,WIFI
f4:4e:05:c6:87:01,JHGuestnet,[ESS],2015-09-11 20:49:32,1,-84,39.32806064,-76.62016512,38,3,WIFI
f4:4e:05:c6:8a:81,JHGuestnet,[ESS],2015-09-11 20:49:32,1,-85,39.32806064,-76.62016512,38,3,WIFI
34:db:fd:dd:9d:60,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:49:37,1,-78,39.32799066,-76.62014995,38,3,WIFI
80:ea:96:ea:b3:eb,Joseph's Wi-Fi Network,[WPA2-PSK-CCMP][ESS],2015-09-11 20:49:37,149,-92,39.32799066,-76.62014995,38,3,WIFI
70:10:5c:b0:7b:9d,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:49:41,40,-76,39.32793849,-76.62014352,37,3,WIFI
70:10:5c:b0:7b:9f,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:49:41,40,-76,39.32793849,-76.62014352,37,3,WIFI
f4:4e:05:c6:87:00,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:49:41,1,-83,39.32793849,-76.62014352,37,3,WIFI
f4:4e:05:c6:87:02,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:49:41,1,-83,39.32793849,-76.62014352,37,3,WIFI
f8:4f:57:41:fa:d0,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:49:41,11,-84,39.32793849,-76.62014352,37,3,WIFI
82:eb:b3:ea:96:e0,Joseph's Guest Network,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:49:41,149,-89,39.32793849,-76.62014352,37,3,WIFI
